Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,clean_text,label
15629,3,3,0,0,0,RT @Fucking_Garza: I wanna sleep but I'm outside with this nigger lol trying to hang him,rt  i wanna sleep but im outside with this nigger lol trying to hang him,1
15630,3,0,1,2,2,"RT @FukTylar: ""Heard you was talkin trash like I wouldn't find out"" http://t.co/8LpcnHM9XB",rt  heard you was talkin trash like i wouldnt find out ,0
15632,3,2,0,1,0,RT @FunSizedYogi: @TheBlackVoice well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho&#8230;,rt   well how else will white ppl get us to forget our horrific past other than to paint a pretty picture of ho,1
15637,3,0,0,3,2,RT @FunnyJokeBook: I hope I made these pot brownies right http://t.co/iDDDHPPjiu,rt  i hope i made these pot brownies right ,0
15639,3,0,0,3,2,RT @FunnyJulius: Please win it all this year @Yankees,rt  please win it all this year ,0
15640,3,0,1,2,2,RT @FunnyOGtweets: When rednecks fool around with the aux cord http://t.co/Tyzuro7qR5,rt  when rednecks fool around with the aux cord ,0
15643,3,0,3,0,1,RT @FunnyPicsDepot: Lmao I hate that hoe already &#128514; http://t.co/0vRAm5PFJL,rt  lmao i hate that hoe already  ,1
15647,3,0,3,0,1,RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,rt  when u start realizing that bae is a hoe ,1
15649,3,2,1,0,0,RT @FunnyPicsDepot: White trash warfare pt 3 https://t.co/zboIyjnfl9 &#128514;&#128514;&#128514;,rt  white trash warfare pt   ,1
15656,3,0,0,3,2,"RT @FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/rJVOVoO53l",rt  this the i play soccer cheat on girls and wear khaki coloured cargos haircut ,0
15657,3,0,3,0,1,RT @FunnyQuotees: Halloween use to be a holiday for kids. It is now National dress like your inner hoe day.,rt  halloween use to be a holiday for kids it is now national dress like your inner hoe day,1
15661,6,0,6,0,1,RT @Fvnxy: When bae turns out to be a hoe http://t.co/h37nSQCmaR,rt  when bae turns out to be a hoe ,1
15674,3,0,3,0,1,RT @GOLDBONEQUEEN: Stevie J turned a hoe &#128111;into a Housewife&#128129;&#128141;&#128142; and Nikko turned a Housewife&#128582; into a hoe&#128111;&#128111;&#128131;&#9757; !!I swear this shit can happen,rt  stevie j turned a hoe into a housewife and nikko turned a housewife into a hoe i swear this shit can happen,1
15675,3,0,0,3,2,"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;","rt  the racists are  and its crew of anchors not right wing  folks  mocks mixed gop kids
",0
15682,3,0,1,2,2,RT @GabrielaAngela4: @JacklynAnnn I'm not even ghetto!!!!,rt   im not even ghetto,0
15684,3,0,3,0,1,RT @GabrielaAngela4: That hoe wanta 6/6.,rt  that hoe wanta ,1
15686,3,0,0,3,2,"RT @Garin: ""A day without laughter is a day wasted."" 

~Charlie Chaplin","rt  a day without laughter is a day wasted 

charlie chaplin",0
15688,3,0,1,2,2,"RT @Garvey_B: New sign up at mong kok protest site says: ""fight for democracy and oppose the communists to have a future"" http://t.co/w2pOn&#8230;",rt  new sign up at mong kok protest site says fight for democracy and oppose the communists to have a future ,0
15691,3,0,0,3,2,RT @GatorDwqam: Everytime I see Nelson Agholor make a play I want to puke. Kid should've been a gator. Thanks Charlie Cheeseburger.,rt  everytime i see nelson agholor make a play i want to puke kid shouldve been a gator thanks charlie cheeseburger,0
15692,3,1,2,0,1,RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking retards to cure down's.,rt  asking the govt to cure healthcare is like asking retards to cure downs,1
15693,3,0,0,3,2,RT @Gawker: Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. http://t.co/GfCsARhTJT,rt  conan obrien mocks the new call of duty game while getting killed repeatedly ,0
15695,3,0,3,0,1,"RT @GayAtHomeDad: Somewhere out there, a redneck is jerking off with a hand he'll lose in a firework accident tomorrow.",rt  somewhere out there a redneck is jerking off with a hand hell lose in a firework accident tomorrow,1
15709,3,0,0,3,2,RT @GianneNichole: trassshhh RT @Willie_OBeamen: Them 13's that come out this weekend so trash!,rt  trassshhh rt  them s that come out this weekend so trash,0
15710,3,0,0,3,2,"RT @Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/&#8230;",rt  mariano rivera now has a street outside yankee stadium named after him which giants have also had similar honors ,0
15712,3,0,0,3,2,"RT @GirlfriendNotes: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam&#8230;","rt  reasons to be a mermaid

 no periods
 no pants
 perfect hair
 u get to lure men into their death

also free clam",0
15715,3,0,1,2,2,"RT @GlennSoucy1: The crows warned you to stay away from the island. Will you?
THE SOUL COLLECTOR
http://t.co/VTc661dC65 #IAN1 http://t.co/1&#8230;","rt  the crows warned you to stay away from the island will you
the soul collector
 ian ",0
15717,3,0,0,3,2,RT @GoatIdeas: Oreo Frappuccino http://t.co/o3QJ8M1nFf,rt  oreo frappuccino ,0
15723,3,0,0,3,2,"RT @Goldkamp247: Yep, Steve Spurrier just sorta compared Alabama to the Yankees. ""They've (NY) got the biggest payroll, they don't win ever&#8230;",rt  yep steve spurrier just sorta compared alabama to the yankees theyve ny got the biggest payroll they dont win ever,0
15728,3,0,1,2,2,RT @Goons_TXT: Only retards and dads roll Lawful Good.,rt  only retards and dads roll lawful good,0
15734,3,0,1,2,2,RT @GossipCop: Charlie Sheen SLAMS Rihanna For Rejecting His Fiancee: You&#8217;re A Rude &#8220;Idiot&#8221; With Bad Wig http://t.co/NChn9cRLCj,rt  charlie sheen slams rihanna for rejecting his fiancee youre a rude idiot with bad wig ,0
15735,3,2,1,0,0,RT @GottaLuvLexci_: &#128557;&#128557;&#128557;&#128557;&#128557; RT @MyHips_DntLie: Tight pants and loud colors!!! You look like a fag! &#128557;,rt   rt  tight pants and loud colors you look like a fag ,1
15737,3,0,3,0,1,RT @GottaPHILMe: &#128128;&#128128; RT &#8220;@VersaceSilk: When you and your boys discover a hoe https://t.co/fbfR8trToY&#8221;,rt   rt  when you and your boys discover a hoe ,1
15739,3,0,0,3,2,RT @GreGooglyMoogly: My mind is so clear a bird just crashed into the side of my head.,rt  my mind is so clear a bird just crashed into the side of my head,0
15740,3,1,2,0,1,RT @GreatNegrodamus: Lmfaoooooooooo trash ass falcants RT @PacDaGoat: LMFAOOOOOOOOOOO ya stink @BlakeDaBasedSon,rt  lmfaoooooooooo trash ass falcants rt  lmfaooooooooooo ya stink ,1
15742,3,0,1,2,2,RT @Great_Bryt: Riff Raff is trash,rt  riff raff is trash,0
15743,6,0,6,0,1,RT @GreaterThn: When you see bae retweet or mention some hoe http://t.co/864iI0yIoV,rt  when you see bae retweet or mention some hoe ,1
15744,3,0,0,3,2,"RT @GreenLanternJet: I was already 24 when Jeter arrived so I had plenty of #Yankees memories, but next year is going to be very odd indeed.",rt  i was already  when jeter arrived so i had plenty of yankees memories but next year is going to be very odd indeed,0
15752,3,0,1,2,2,RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,rt   tell him that you chose a not to trash the environment while trying to save it like a hypocritical douc,0
15756,3,0,3,0,1,RT @GuruJeremy: Women think they are angels. So they be in denial about their own hoe actions. Don't fall into their facade. See past the b&#8230;,rt  women think they are angels so they be in denial about their own hoe actions dont fall into their facade see past the b,1
15764,3,0,3,0,1,RT @H8UHOES: Alot of good girls made a twitter &amp; became a hoe for the attention they don't receive from their fathers.,rt  alot of good girls made a twitter amp became a hoe for the attention they dont receive from their fathers,1
15769,3,0,1,2,2,RT @HBCUfessions: I guess my confessions trash because none of them got posted- FAMU,rt  i guess my confessions trash because none of them got posted famu,0
15776,3,0,0,3,2,RT @HEGS_com: What's that bright yellow thing the ref just showed to Martins Indi?! I can't remember seeing one of those before! #clubmetro,rt  whats that bright yellow thing the ref just showed to martins indi i cant remember seeing one of those before clubmetro,0
15786,3,0,1,2,2,RT @HMSguy: Rahal's an idiot. Second time this year he's wrecked someone under yellow.,rt  rahals an idiot second time this year hes wrecked someone under yellow,0
15794,3,0,3,0,1,RT @HakoSav: Bruh why am i always sooooooooooooooo tired but i never sleep i'm like a new species of retard no disrespect,rt  bruh why am i always sooooooooooooooo tired but i never sleep im like a new species of retard no disrespect,1
15803,3,0,1,2,2,RT @Harry_Dillema: @GJK1979 @fluutekies @moniquesparla @wltrrr Ik vraag me al maanden af hoe de NL pers zich als een stel hoeren is gaan ge&#8230;,rt      ik vraag me al maanden af hoe de nl pers zich als een stel hoeren is gaan ge,0
15804,3,0,0,3,2,RT @Harry_Styles: @kathygriffin I just found an Oreo in my pocket... Is it yours? Thanks for looking after it .xx,rt   i just found an oreo in my pocket is it yours thanks for looking after it xx,0
15805,6,0,0,6,2,RT @Harry_Styles: A bird pooped on me.,rt  a bird pooped on me,0
15806,6,0,0,6,2,RT @Harry_Styles: It was all yellow. http://t.co/xB4dkWuoKi,rt  it was all yellow ,0
15807,3,0,0,3,2,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;",rt  on this armisticeday the cry never again is absent and mocks our pledge to neverforget the fallen from ancient an,0
15808,3,1,2,0,1,RT @HawkinsUSA: Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,rt  party of racists just elected a black dude in the south the party of war on women just elected first ever woman in redneck,1
15809,3,0,2,1,1,RT @Hayyylayyy_: when I'm pissed I either go merit scholar and use big words or I go ghetto fabulous and talk like I'm trashy. either way I&#8230;,rt  when im pissed i either go merit scholar and use big words or i go ghetto fabulous and talk like im trashy either way i,1
15818,3,0,3,0,1,"RT @HeisNotAllowed: My boyfriend isn't allowed to give a girl his jacket. That hoe knows damn well what channel the weather is on, she cou&#8230;",rt  my boyfriend isnt allowed to give a girl his jacket that hoe knows damn well what channel the weather is on she cou,1
15819,6,2,4,0,1,"RT @Heissarcastic: Facebook needs these 3 buttons: ""Dislike"", ""Who cares"", ""Are you retarded?""",rt  facebook needs these  buttons dislike who cares are you retarded,1
15832,3,0,0,3,2,RT @Henry_3k: When I was little I remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th&#8230;,rt  when i was little i remember laying horrified in bed as hand puppets held a mock trial convicting me of putting my hand up th,0
15835,3,0,0,3,2,"RT @Herman_NYRBlog: Yankees shouldn't even bother to show up to Boston, man. Just fold the franchise. Cancel baseball.",rt  yankees shouldnt even bother to show up to boston man just fold the franchise cancel baseball,0
15837,3,0,0,3,2,"RT @HeroineAddict: 15 y/o me totally understood 'Twin Peaks'.

40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &#8230;","rt   yo me totally understood twin peaks

 yo me cant seem to follow these the great outdoors goldfish crackers ",0
15839,3,0,3,0,1,RT @HiDevon_: The nae nae got to the white ppl it's too late &#128553; &#8220;@ayoTeeshh: Lmao they ate this hoe stonnaaaaa &#128535;&#128168;&#127809;&#127811;&#127810; #NaeNae https://t.co/pn&#8230;,rt  the nae nae got to the white ppl its too late   lmao they ate this hoe stonnaaaaa  naenae ,1
15840,3,1,2,0,1,RT @HiImAnAsshole: &#8220;@Victoria_Finae: Chief keef is trash.&#8221;I'm glad someone said it,rt   chief keef is trashim glad someone said it,1
15842,3,0,2,1,1,"RT @Hi_Niamani: ""@clemheem: Me and my grandma got to tweakin hoe https://t.co/OoD1r2WVu6""she turnt",rt   me and my grandma got to tweakin hoe  turnt,1
15847,3,0,0,3,2,RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;,rt  i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until  ho,0
15855,3,0,0,3,2,RT @HipHopIsDeaddd: Cowboys trash again.The NFL is bike to normal,rt  cowboys trash againthe nfl is bike to normal,0
15858,3,0,0,3,2,"RT @HistoryInPics: Allied soldiers mock Hitler atop his balcony at the Reich Chancellery, by Fred Ramage, 1945 http://t.co/hltkroqRys",rt  allied soldiers mock hitler atop his balcony at the reich chancellery by fred ramage  ,0
15860,3,0,0,3,2,RT @HitmanHolla: RT @AYEVERB: OK I'm watching mook vs lux....neither of them was good... But mook won 3-0 ..this wasn't CLOSE to me vs hitm&#8230;,rt  rt  ok im watching mook vs luxneither of them was good but mook won  this wasnt close to me vs hitm,0
15865,3,2,1,0,0,"RT @HoboKarl: While the men will often be rambling and retarded, the women will appear trashy and tipsy, lawless and lustful http://t.co/A5&#8230;",rt  while the men will often be rambling and retarded the women will appear trashy and tipsy lawless and lustful ,1
15866,3,0,0,3,2,"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels""
&#8230;","rt    blessjesus amos  can two walk together unless they are agreed differentlevels
",0
15867,3,0,0,3,2,RT @Hobson_2: That's for the birds.,rt  thats for the birds,0
15868,3,0,2,1,1,"RT @HockeyDrunk: ""Playoff hockey sucks."" Dude, have a snickers. You're retarded when you're hungry.",rt  playoff hockey sucks dude have a snickers youre retarded when youre hungry,1
15872,3,0,0,3,2,RT @Hokuboku: I like how I found out that you can now edit Facebook comments through a trending topic on Twitter. You think I'd hear abo ...,rt  i like how i found out that you can now edit facebook comments through a trending topic on twitter you think id hear abo ,0
15876,3,0,2,1,1,"RT @Hollywoood_ty: RT &#8220;@Hotphillyboi: Lawd Jesus, this can't be real&#128514; http://t.co/zcjlHvSHOZ&#8221;shit to ghetto to be real lol",rt  rt  lawd jesus this cant be real  to ghetto to be real lol,1
15879,3,0,0,3,2,RT @Holyfield67: Jihadi Work Accidents: 13 Taliban Fighters Killed When Their IEDs Detonated Prematurely&#8230; http://t.co/JUphsx1zps #Celebrate&#8230;,rt  jihadi work accidents  taliban fighters killed when their ieds detonated prematurely  celebrate,0
15886,3,0,0,3,2,"RT @HoodJesusYo: Last name, Sinner
First name, Imma
Like ur pancakes in tha mornin, 
He got u covered like Aunt Jemima","rt  last name sinner
first name imma
like ur pancakes in tha mornin 
he got u covered like aunt jemima",0
15888,3,0,1,2,2,RT @HoodsButtCrack: @vegebitemeash 10 brownie points for you,rt    brownie points for you,0
15894,3,1,2,0,1,RT @HornyFacts: Your opinion is irrelevant because you are a cunt.,rt  your opinion is irrelevant because you are a cunt,1
15895,3,0,1,2,2,"RT @HornyFacts: a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a&#8230;","rt  a girl tweeted you might be ghetto if u bring food from outside into the movies

no u might be stupid if u pay  for a",0
15897,3,0,1,2,2,RT @HoskinsTy96: @Vontey_isa_boss &#128514;&#128514;&#128514; ghetto ass mofos,rt    ghetto ass mofos,0
15899,6,0,0,6,2,"RT @HowardRoper: If you don't like my tweets with my belief in Jesus Christ, please respect it, but don't mock it or make negative remarks&#8230;",rt  if you dont like my tweets with my belief in jesus christ please respect it but dont mock it or make negative remarks,0
15902,3,0,0,3,2,"RT @HuffingtonPost: Obama: ""I will always do what is necessary to protect the American people and defend against evolving threats to our ho&#8230;",rt  obama i will always do what is necessary to protect the american people and defend against evolving threats to our ho,0
15906,3,1,2,0,1,"RT @HuhWhatsACondom: Fam... &#8220;@SuLuNatDigga: You a faggot for kicking a field goal RT @DeionGottaSTFU: just got beat 44 to 3 in Madden""&#8221;",rt  fam  you a faggot for kicking a field goal rt  just got beat  to  in madden,1
15907,3,0,1,2,2,"RT @HuhWhatsACondom: This would never happen at a ""non-colored"" award show @BETAwards http://t.co/rUJNu1l7t8",rt  this would never happen at a noncolored award show  ,0
15908,3,0,3,0,1,RT @HumanX86: #2013Faves RT @DgDynasty @88TilEternity @HumanX86 @LakeshoreJohnny I ain&#8217;t tryna see @VertrellCarter nigger legs in a bikini &#128562;,rt  faves rt     i aint tryna see  nigger legs in a bikini ,1
15910,3,0,3,0,1,"RT @HunneeMolassess: so if her legs dont rub together that means her pwoosy is trash? ...
i just heard this.","rt  so if her legs dont rub together that means her pwoosy is trash 
i just heard this",1
15914,3,0,3,0,1,RT @HyPPeR_: I just roasted a hoe,rt  i just roasted a hoe,1
15915,3,2,1,0,0,RT @Hype: African colored car I push niggerous whips,rt  african colored car i push niggerous whips,1
15916,9,0,0,9,2,RT @IAMMISSRAMIREZ: Charlie Sheen is the man lol http://t.co/FCfSbvAphh,rt  charlie sheen is the man lol ,0
15918,3,0,3,0,1,"RT @IAMNICKlMINAJ: I'm not saying she's a hoe, but she's been on more wieners than Heinz Ketchup.",rt  im not saying shes a hoe but shes been on more wieners than heinz ketchup,1
15919,3,0,3,0,1,RT @IAMTreyu: We gotta get rid of trash ass Alex smith,rt  we gotta get rid of trash ass alex smith,1
15920,3,1,2,0,1,RT @IAmBobo_: What happened to the old wigga?? The gonorrhea one.,rt  what happened to the old wigga the gonorrhea one,1
15922,3,1,2,0,1,RT @IAm_Beautyfull: my chink ass eyes &#128557;&#128584;,rt  my chink ass eyes ,1
15930,3,0,2,1,1,RT @III_XXVIII_LIII: Omg the two monkey twins had never to call another girl ugly. They got thicker mustaches then me &#128534;,rt  omg the two monkey twins had never to call another girl ugly they got thicker mustaches then me ,1
15938,3,0,0,3,2,RT @IWILLSTILLRISE: If you not gator you gator bait #gatornation,rt  if you not gator you gator bait gatornation,0
15953,6,0,5,1,1,RT @IamMrEchols: If you was a hoe yesterday you'll be a hoe tomorrow,rt  if you was a hoe yesterday youll be a hoe tomorrow,1
15960,3,0,0,3,2,"RT @Iaughatmypain: My anaconda don't &#128581;
My anaconda don't &#9995;
My anaconda don't &#128683;

&#128079; Want 
&#128079; None 
&#128079; Unless 
&#128079; You 
&#128079; Got 

&#127838;&#127838;&#127838; Bunz &#127838;&#127838;&#127838;

&#128129;Hun","rt  my anaconda dont 
my anaconda dont 
my anaconda dont 

 want 
 none 
 unless 
 you 
 got 

 bunz 

hun",0
15963,3,0,0,3,2,RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?,rt  should of been a cork sole rt  why is there no cork on the wtl xi,0
15967,3,0,2,1,1,RT @If_ItAint_B: Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.,rt  miami isnt a good city at alldont believe the shit you see on tv that city is trash,1
15968,3,0,3,0,1,RT @Ih8lightskins__: only a black man can make you feel inferior to a hoe with a 2.0 gpa and no future simply because she has a fat ass and&#8230;,rt  only a black man can make you feel inferior to a hoe with a  gpa and no future simply because she has a fat ass and,1
15969,3,0,0,3,2,RT @Ih8lightskins__: redskins gonna win and thats all im saying for the night,rt  redskins gonna win and thats all im saying for the night,0
15970,3,0,1,2,2,"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;","rt  shhhh
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho",0
15974,3,0,0,3,2,RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8,rt  i held you like a baby bird  and now you come at me like this these friends aint loyal  ,0
15982,3,0,0,3,2,RT @ImHis_Treasure: For the last few weeks my name been cripple &#128555;&#9855;&#65039;,rt  for the last few weeks my name been cripple ,0
15983,3,0,3,0,1,RT @ImJustCeej: RT @BarackOMamba: RT @IntenseDesire: Bow wow look like the stress of saving a hoe is wearing him down http://t.co/mTzjAAc0W2,rt  rt  rt  bow wow look like the stress of saving a hoe is wearing him down ,1
15985,3,0,3,0,1,"RT @ImLeslieChow: My entire school: ""You don't talk much."" Me: ""Beause you're all cunts.""",rt  my entire school you dont talk much me beause youre all cunts,1
15986,3,0,2,1,1,RT @ImLeslieChow: When you eat food that's too hot and start breathing like a retarded dragon.,rt  when you eat food thats too hot and start breathing like a retarded dragon,1
15992,6,0,1,5,2,"RT @ImNeverChillin: When yo phone go off in class &amp; the teacher say ""turn that trash off"" but it's one of the songs on yo mixtape http://t.&#8230;",rt  when yo phone go off in class amp the teacher say turn that trash off but its one of the songs on yo mixtape ,0
16001,3,0,3,0,1,RT @ImNotaPlayerTho: Still trying to hit this hoe...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX,rt  still trying to hit this hoe  ,1
16004,6,2,3,1,1,RT @ImTooMuch: Trent Richardson so trash,rt  trent richardson so trash,1
16008,3,2,1,0,0,RT @Im_Thirst: That nigger made the shit out of my coffee.,rt  that nigger made the shit out of my coffee,1
16012,3,0,0,3,2,RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol,rt   uncle charlie and nem lol,0
16014,3,0,0,3,2,"RT @InNewZealand: The Knicks are still trash, Melo signed for the money he don't even care about being on a good winning team.",rt  the knicks are still trash melo signed for the money he dont even care about being on a good winning team,0
16017,3,0,0,3,2,RT @India_MSM: can Raheel mock Propphet Muhammad in same way as he mocked Lord Ram and Sita https://t.co/IjeAhR3cJI &#8230; will he apologise ?&#8230;,rt  can raheel mock propphet muhammad in same way as he mocked lord ram and sita   will he apologise ,0
16018,3,0,0,3,2,RT @InduZtriouZ_Neo: I am a strong believer that birds of a feather flock together,rt  i am a strong believer that birds of a feather flock together,0
16019,3,3,0,0,0,RT @InfidelAlie: Yay for America &amp; Israel... we put in more Jew Hating muslim trash into our government! pathetic &amp; sickening,rt  yay for america amp israel we put in more jew hating muslim trash into our government pathetic amp sickening,1
16022,3,0,0,3,2,"RT @InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*","rt  goes to yankee candle

buys beer scented candle

goes home lights it 

waits for a boyfriend",0
16024,9,7,2,0,0,RT @Isa__Lopez: @D_Lo520 but you're still a faggot,rt   but youre still a faggot,1
16025,3,3,0,0,0,RT @IsaidNick: niggers are so ignorant http://t.co/P9jDdVsRVb,rt  niggers are so ignorant ,1
16027,3,0,0,3,2,RT @ItsChee_: Whipped https://t.co/uCV3Hrjatv,rt  whipped ,0
16030,3,1,2,0,1,"RT @ItsDomanic_: @fabbymichelle @BrianLovesAss_ alright i'll meet you there &#128076; and im not a fag , in fact Brian don't give her shit",rt    alright ill meet you there  and im not a fag  in fact brian dont give her shit,1
16032,3,0,0,3,2,RT @ItsFoodPorn: Cookies n' Cream Oreo Fudge Ice Cream http://t.co/nAINpWXTJc,rt  cookies n cream oreo fudge ice cream ,0
16033,3,0,0,3,2,RT @ItsFoodPorn: Oreo Cheesecake Bars http://t.co/RlHHIM98FL,rt  oreo cheesecake bars ,0
16034,3,0,0,3,2,RT @ItsFoodPorn: Oreo Ice Cream Cake http://t.co/Qpde1L6zAi,rt  oreo ice cream cake ,0
16035,3,0,0,3,2,RT @ItsFoodPorn: Oreo Ice Cream Sandwiches http://t.co/8ha6Xac0h5,rt  oreo ice cream sandwiches ,0
16036,3,0,0,3,2,RT @ItsFoodPorn: Oreo cheesecake bites! http://t.co/iHgu1ZuyZt,rt  oreo cheesecake bites ,0
16037,3,0,0,3,2,"RT @ItsGirllCode: reasons to be a mermaid:

- no periods
- no pants
- perfect hair
- u get to lure men into their death

also, free clam bra","rt  reasons to be a mermaid

 no periods
 no pants
 perfect hair
 u get to lure men into their death

also free clam bra",0
16038,3,0,1,2,2,RT @ItsGirllCode: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,rt  when other girls wear beanies they look cute amp stylish but when i wear them i look like a member of a drug cartel who sel,0
16040,3,0,0,3,2,"RT @ItsJustJill: Obama Says He&#8217;s &#8220;Irritated&#8221; But &#8220;Does Not Feel Repudiated&#8221; After Losing Senate (Video) http://t.co/2U10aolKXG 
Awwwww...ho&#8230;","rt  obama says hes irritated but does not feel repudiated after losing senate video  
awwwwwho",0
16041,3,0,0,3,2,"RT @ItsKayven: If your girlfriend is taller than you, it's her responsibility to take the trash out &amp; fight off anyone that breaks into you&#8230;",rt  if your girlfriend is taller than you its her responsibility to take the trash out amp fight off anyone that breaks into you,0
16048,3,0,2,1,1,RT @ItsWaltBitch: meth brownies,rt  meth brownies,1
16059,3,0,0,3,2,"RT @J23app: Feb 2015
Jordan 4 Retro Remastered
""Oreo""
314254-003
http://t.co/NBOaxG1S19","rt  feb 
jordan  retro remastered
oreo

",0
16061,3,0,2,1,1,RT @JAYREIDOFFICIAL: Check out JOY and PAIN my nicca @Im_Yung_Jay #mme1636 #blackkingz https://t.co/EZuQc2KnYG,rt  check out joy and pain my nicca  mme blackkingz ,1
16062,3,0,2,1,1,RT @JAYREIDOFFICIAL: Jus know ...S/O to my nicca @im_yung_jay #BKent #MME1636 http://t.co/3XInzjnm2u,rt  jus know so to my nicca  bkent mme ,1
16064,3,0,0,3,2,RT @JBilinovich: You may be redneck if you put steak seasoning on popcorn @weidie1211,rt  you may be redneck if you put steak seasoning on popcorn ,0
16065,3,0,3,0,1,"RT @JBoxJohnson: She gay&#128109;
He gay&#128108;
She a hoe&#128129;
She pregnant&#128124;
He sell drugs&#127811;
They smoke weed&#127811;
They drunk&#127866;
who Cares?!

LEAVE PEOPLE ALONE Its &#8230;","rt  she gay
he gay
she a hoe
she pregnant
he sell drugs
they smoke weed
they drunk
who cares

leave people alone its ",1
16066,3,0,1,2,2,RT @JC2theQ: Yanks walk off win &#128591;,rt  yanks walk off win ,0
16067,3,0,3,0,1,RT @JCSayre19: @HEELCastle that hoe over there.,rt   that hoe over there,1
16069,3,2,1,0,0,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,rt  my old man has a white galaxy phone cuz hes a fag,1
16072,3,0,0,3,2,RT @JFish13: Where has this been all year? But still #FireCashman #Yankees,rt  where has this been all year but still firecashman yankees,0
16074,3,2,1,0,0,RT @JHarmelink182: The fox says you're a cunt.,rt  the fox says youre a cunt,1
16079,3,2,1,0,0,RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...,rt    youre a faggotyoure a texas fan,1
16081,3,0,0,3,2,RT @JOEL9ONE: Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will &#8230;,rt  thanks carolina fans  the flipped birdsfew bottles to the head sticks n stones may break my bones but aluminum zimas will ,0
16083,3,0,1,2,2,RT @JOscarJr: @paullemat Happy Birthday! Take a spin in that yellow coupe... #shutemdown http://t.co/xGy7gIGOn8,rt   happy birthday take a spin in that yellow coupe shutemdown ,0
16086,3,0,1,2,2,"RT @JStac825: There's coon classic (R. Kelly, Usher) and then there's classic (Stevie Wonder, Prince). Not that there's anything wrong with&#8230;",rt  theres coon classic r kelly usher and then theres classic stevie wonder prince not that theres anything wrong with,0
16087,4,0,1,3,2,RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86,rt  kickin trash cans on the golf cart yeeyee    ,0
16089,3,0,2,1,1,RT @J_Kwest: @HarveyWordman is lupe fiascos retarded illegitimate son,rt   is lupe fiascos retarded illegitimate son,1
16092,3,0,3,0,1,RT @J_Leche14: A relationship does not stop a hoe from being a hoe.,rt  a relationship does not stop a hoe from being a hoe,1
16094,3,0,0,3,2,"RT @JackBPR: Alec Baldwin mocks Harris-Perry: &#8216;If I cry, will I be forgiven all my transgressions?&#8217; http://t.co/9Oq5GTPmXx via @BizPacRevi&#8230;",rt  alec baldwin mocks harrisperry if i cry will i be forgiven all my transgressions  via ,0
16095,3,1,2,0,1,RT @JacksonBynum: You're an annoying cunt,rt  youre an annoying cunt,1
16104,3,0,1,2,2,"RT @JakeEye3: after 4 hours and almost 8 pages i want to slit my wrists, but i guess ill just settle for sleep",rt  after  hours and almost  pages i want to slit my wrists but i guess ill just settle for sleep,0
